OBJECTID_1,FID_neighbourhoods_polygon,neighbourh,text,created,Description,longitude,latitude,hashtag,statusSour
494,5,Centrum-West,"I love #Amsterdam <U+0001F60D><U+0001F495><U+0001F44C> @ Amsterdam, Netherlands https://t.co/JpC6prg9YS",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
495,5,Centrum-West,"#Amsterdam <U+0001F525><U+0001F60D><U+0001F495><U+0001F44C> @ Amsterdam, Netherlands https://t.co/nHtCGoKNI0",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
496,5,Centrum-West,"#amsterdam @ Amsterdam, Netherlands https://t.co/XX3O40eZ71",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
497,5,Centrum-West,"Souvenirs... #Amsterdam #sunset #peace #channel en Amsterdam, Netherlands https://t.co/uyoJycMrB6",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
498,5,Centrum-West,"Finishing up the day in Amsterdam with some toprock... the dog cut me off though.
.
.
.
#Kaweesimark #Bboy… https://t.co/Jwoaxujxea",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
499,5,Centrum-West,Als t leven mooi is <U+2764> babyshoot aan huis #babyshoot #baby #newbornshoot #preggo #pasgeboren #zwanger #newlife… https://t.co/gb75js2ncJ,2019-06-18,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
500,5,Centrum-West,"Mi primer paseo por Ámsterdam y me enamoré de esta bella cuidad, comparto mi recorrido pasitos <U+0001F970> #amsterdam… https://t.co/uEnZTxK3Kk",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
501,5,Centrum-West,"AMSTERDAM in pictures... 
Sorry for spamming your feeds, trying to catch up a bit with posting. Too much fun and ch… https://t.co/1gPZtjhZ3l",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
502,5,Centrum-West,"We also had some pretty good food while in Amsterdam and tried some local Dutch fare like bitterballen, Dutch panca… https://t.co/MTuYCXTA2f",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
503,5,Centrum-West,"All the deliciousness! My inner Fatkid is ecstatic! #waffles #foodie #Amsterdam #travel #thisis30 @ Amsterdam, Neth… https://t.co/0MCOwIWhMs",2019-06-18,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
504,5,Centrum-West,"#pontleven #amsterdam #dagjenoord @ Amsterdam, Netherlands https://t.co/iW9a9Bt0cd",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
505,5,Centrum-West,"Every corner is bustling, and everywhere in between is a tiny slice of the serene. #amsterdam #holland #canal @ Ams… https://t.co/QUVh9nsyov",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
506,5,Centrum-West,Revisitando antiguos #proyectos. El primer @PortoMarinaNL que diseñamos para nuestro amigo Nassar en #amsterdam… https://t.co/EKm3PXlCt9,2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
507,5,Centrum-West,"#amsterdam @ Amsterdam, Netherlands https://t.co/lnCUihjdvu",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
508,5,Centrum-West,"Canal Cruise - Apr 2019. 

.
.
.
#amsterdam #holland #fujifilm #x100t @ Amsterdam, Netherlands https://t.co/5XEo17Sued",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
509,5,Centrum-West,"MAKE ART NOT FART... <U+0001F914><U+0001F602><U+0001F441><U+0001F3A8><U+0001F1F3><U+0001F1F1><U+0001F4F7> hydek<U+2063>
<U+2063>
<U+2063>
<U+2063>
<U+2063>
<U+2063>
<U+2063>
#paint #graffiti #amsterdam #streetart #streetpaint #wallart… https://t",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
510,5,Centrum-West,"Tea and apple pie at the smallest house in Amsterdam, oldschool snowsuits, rubber duckies, and scary giant dolls. T… https://t.co/STfH6QANBD",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
511,5,Centrum-West,"Made sense for a #skyfreak like me to add these here! #NoFilter , none of these! 
.
.
.
.
#Supercell #Mothership… https://t.co/aSVEFXflj8",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
512,5,Centrum-West,"Vaarwel, it was a good time #Amsterdam. Can't wait to return. #Travel #Netherland #thisis30 @ Amsterdam, Netherlands https://t.co/7dsMaIrbVL",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
513,5,Centrum-West,Favorite pics from my trip. I'm sad to leave. But I really miss my dogs!!! And my husband...see you in August dear.… https://t.co/BrY9qdyFsU,2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
514,5,Centrum-West,"#Amsterdam #solotravel #LiveLoveExplore @ Amsterdam, Netherlands https://t.co/8ckg7vIASD",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
515,5,Centrum-West,"Oei!
<U+274C><U+274C><U+274C>
#amsterdam @ Amsterdam, Netherlands https://t.co/Xn1GUzhaWa",2019-06-19,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
516,5,Centrum-West,#weer in #amsterdam.. zat er allemaal in vanavond .. mazzel en wel kunnen trainen;-) #skeelers #sportismooi @ Amste… https://t.co/VQSOhpmNVJ,2019-06-19,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
517,5,Centrum-West,"#storm #rain #summer #amsterdam #dutchbank @ Amsterdam, Netherlands https://t.co/Dk7t2CiNSz",2019-06-20,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
518,5,Centrum-West,#film #rollei #rolleiflex #kodak #tmax #russellviers #kookysroadtrip #amsterdam #holland #netherlands #ic_bw #bw… https://t.co/eggYVOlZ0Z,2019-06-20,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
519,5,Centrum-West,"Great day/evening working with @Extraor90087544 Astrid Hughes, Gina and Kevin @houseofbolsnl during the… https://t.co/dKA5EnEeJX",2019-06-20,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
520,5,Centrum-West,Sorry for the typical Amsterdam post <U+0001F648> But it’s just so beautiful <U+0001F60D> #travel #vacation #roadtrip #jetsetlife… https://t.co/CE5wRyCkrR,2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
521,5,Centrum-West,"Goodbye GOTO, goodbye #Amsterdam after a few great days, a superb conference, a lot of great people and a nice Grac… https://t.co/5pcNG8h0DJ",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
522,5,Centrum-West,"“Listen to my ambition ‘cause I’m on one.”
#wehere #fiba3x3 #worldcup #amsterdam #museumplein @ Amsterdam, Netherla… https://t.co/nIDH88YGNE",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
523,5,Centrum-West,"Alfa Romeo Spider - Thanks @ariadnazerpa 
.
.
.
.
#italiancar #alfa #alfaromeo #alfaromeospider #convertible… https://t.co/cGliulsiNn",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
524,5,Centrum-West,"“Life is short and the world is wide” #tbt #netherlands #amsterdam #eurotrip #travel #takemeback @ Amsterdam, Nethe… https://t.co/5mdjIEkXPG",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
525,5,Centrum-West,"I had the best photographer <U+0001F970> #Amsterdam #unintentionalphoto @ Amsterdam, Netherlands https://t.co/CG2hgMKnLf",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
526,5,Centrum-West,"Gorgeous days in Amsterdam #amsterdam<U+0001F1F3><U+0001F1F1> #amsterdamcitylife #goodvibesonly @ Amsterdam, Netherlands https://t.co/jiRjEOF054",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
527,5,Centrum-West,"#amsterdam #netherlands @ Amsterdam, Netherlands https://t.co/kiKHGMfHvy",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
528,5,Centrum-West,"When there is more than just drama in the skies from AM to PM. Shot on Nikon D7000 nikonnl <U+0001F4F8>
.
.
.
.
.
#photography… https://t.co/KuQ9R3sxEy",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
529,5,Centrum-West,"<U+0001F496><U+0001F31E>Here comes the sun <U+0001F31E><U+0001F496> #vuckbranding #nice #weather #amsterdam #just #enjoy 

Promo: vuck_branding 
Photo: rosiena… https://t.co/kuga2QNqho",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
530,5,Centrum-West,"That was a great Vinyl Session!
Thanks for tuning in. Recordings will be online soon at Soundcloud / Vimeo / YouTub… https://t.co/e3L1h8UPXF",2019-06-20,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
531,5,Centrum-West,"22:58h. Sunset in #Amsterdam with #Delirium 
<U+0001F1F3><U+0001F1F1> em Amsterdam, Netherlands https://t.co/JchQdWavHm",2019-06-20,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
532,5,Centrum-West,"#amsterdam #boats @ Amsterdam, Netherlands https://t.co/TXb6SiuHWB",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
533,5,Centrum-West,Klaar voor de Recruitment Leergang <U+0001F603>van Ellen van Dieren van  de_recruitment_trainer #driessen #recruitment… https://t.co/mkDmOwCQ3d,2019-06-21,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
534,5,Centrum-West,"Busking <U+0001F3B6> with my love josuepartida39 in beautiful Amsterdam <U+0001F60D><U+0001F1F3><U+0001F1F1>
.
Pic by Leonieke Jonker
.
.
.
.
#amsterdam… https://t.co/beMBuJM3Bn",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
535,5,Centrum-West,"Gacha^2 Kingdom.
<U+30AC><U+30C1><U+30E3><U+30AC><U+30C1><U+30E3><U+738B><U+56FD>

#<U+611B><U+30A2><U+30E0><U+30B9><U+30C6><U+30EB><U+30C0><U+30E0> #spuistraat84 #amsterdam #netherlands <U+5834><U+6240>: Amsterdam, Netherlands https://t.co/gft6Rq6lsw",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
536,5,Centrum-West,"Almost 2 years ago<U+0001F1F3><U+0001F1F1>
•10 agosto 2017•
.
.
.
#amsterdam #netherlands #olanda #holanda #holland #thenetherlands #city… https://t.co/eANwYdK53X",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
537,5,Centrum-West,"Fahrt durch die Grachten <U+0001F60D>
#amsterdam #grachten @ Amsterdam, Netherlands https://t.co/JAeAfJL9XK",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
538,5,Centrum-West,"Summer in Amsterdam. Circa 2019.

#genduttapihepi #genduttapihepiNL #Amsterdam #Netherlands #shotoniphone… https://t.co/U4otDaqxRu",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
539,5,Centrum-West,"Penthousegönnung #amsterdam @ Amsterdam, Netherlands https://t.co/lYQUs7VdDd",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
540,5,Centrum-West,"We’ve made it to #amsterdam safe and sound.  21:50 here and the sun isn’t yet set. @ Amsterdam, Netherlands https://t.co/sxOM5Zk6pB",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
541,5,Centrum-West,"00:05 #amsterdam #longestdayoftheyear #summer @ Amsterdam, Netherlands https://t.co/WpNAEnC0nT",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
542,5,Centrum-West,"Life’s an adventure. Enjoy the ride. #amsterdam 
Tour suggestion: @Prodigy5010 

________________________… https://t.co/DsZTtvrgT5",2019-06-21,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
543,5,Centrum-West,"I love her warrior soul <U+0001F5A4>
.
.
.
.
.
.
.
.
.
.
.
@Shristi_Chand 
#sisterlove #chandsisters #warrior #myuniverse… https://t.co/hReTWwfwka",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
544,5,Centrum-West,"#Amsterdam <U+0001F1F3><U+0001F1F1> en Amsterdam, Netherlands https://t.co/nBBF1Cmk5g",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
545,5,Centrum-West,WE ARE IN TOP 100 BEATPORT CHART 4 FUTURE HOUSE MUSIC PEOPLE !!! <U+0001F609><U+0001F60E><U+0001F64C><U+0001F3FB><U+0001F918><U+0001F3FB><U+0001F44D><U+0001F3FB> #dj #edm #futurehouse #newrelease… https://t.co/3B9FU6iGbP,2019-06-22,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
546,5,Centrum-West,"#amsterdam beautiful city @ Amsterdam, Netherlands https://t.co/47Rp30F7eE",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
547,5,Centrum-West,"I made my own PC lyrics. Let me rock!
#amsterdam #biking #riding #lyrics #ginandjuice #snoopdogg @ Amsterdam, Nethe… https://t.co/4lpNreXVjz",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
548,5,Centrum-West,"Keizersgracht Canal.
.
<U+0001F4CC> Amsterdam, Netherlands.
.
#amsterdam #yumsterdam #dutch #netherlands #holland #netherlands… https://t.co/IpHxv4GKBU",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
549,5,Centrum-West,"Putting the dam in Amsterdam #Amsterdam #Netherlands #travel #solotravel #explore #exploreamsterdam @ Amsterdam, Ne… https://t.co/fu0mwdNIjt",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
550,5,Centrum-West,"#hopenstork nu ook in #amsterdam, de Haagse ooievaar is in de hoofdstad voor de lekkerste #chocolat en natuurlijk e… https://t.co/RFtUpM0QXL",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
551,5,Centrum-West,"Day playing it in the 'Dam #amasterdam #citybreak #minicruise #pando #fucked #drunk #ummmm #amsterdam @ Amsterdam,… https://t.co/4szFC1cbYP",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
552,5,Centrum-West,"<U+0001F4F7><U+0001F4F7>: Agindo naturalmente
.
.
.
.
.
#levis #amsterdam #amsterdamtrip #amstergram #amsterdam<U+0001F1F3><U+0001F1F1> #amsterdamcity… https://t.co/NVKcMnqpGo",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
553,5,Centrum-West,"This city is so beautiful! #Amsterdam #Netherlands #canal @ Amsterdam, Netherlands https://t.co/BYpCA96WBW",2019-06-22,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
554,5,Centrum-West,Beautiful view of Amsterdam as the plane banked East. #KLM #Amsterdam #Berlin (onderweg vanaf Amsterdam Schiphol na… https://t.co/hCuYKl2RDq,2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
555,5,Centrum-West,"Orange • con _latinia_ #amsterdam<U+0001F1F3><U+0001F1F1> #europa #trip #lifestyle | ph: @ivanferrigno | en Amsterdam, Netherlands https://t.co/OTvQA61BBo",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
556,5,Centrum-West,#amsterdam the boat trip was just amazing in the canals. Thank you all for giving me such a wonderful time <U+2764><U+FE0F><U+0001F64F>… https://t.co/XlYFQ9eTOe,2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
557,5,Centrum-West,Dodging boats and ducking bridges in the canals #amsterdam #rowing #canals #row #sport #travel #newsegments #strava… https://t.co/8iX8lFgOda,2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
558,5,Centrum-West,"The crazy #crookedhouses and crowded streets of #amsterdam #blackandwhite @ Amsterdam, Netherlands https://t.co/N9K9GzOTFB",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
559,5,Centrum-West,"#summer (and the tourists) comes to #amsterdam #tree #canal #cafes #europe #nofilter @ Amsterdam, Netherlands https://t.co/BXgiOkV3V4",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
560,5,Centrum-West,#twinning #amsterdam #hansopje #hm #summer #city #iger #igdaily #hijheeftmeerswag #photooftheday #streetstyle @ Ams… https://t.co/Nlq2i5iyA7,2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
561,5,Centrum-West,"Selfie con un techo mágico • #amsterdam<U+0001F1F3><U+0001F1F1> #europa #trip #eurotrip #lifestyle en Amsterdam, Netherlands https://t.co/9On1y29OPC",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
562,5,Centrum-West,"f**k yeah ams!  
#amsterdam #netherland #travel #trip #toboggan #beautiful #YOLO #instagood #travel #landscape  #<U+65C5>… https://t.co/unsHzvRbUr",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
563,5,Centrum-West,cat on ledge #cat #kitten #loft #ledge #amsterdam #catsofinstagram #catsofamsterdam #cats_of_instagram #stairs… https://t.co/8GV3ck33LO,2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
564,5,Centrum-West,"#Amsterdam in #summer #Netherlands @ Amsterdam, Netherlands https://t.co/Chg4Zq16pz",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
565,5,Centrum-West,"<U+0001F64F><U+0001F3FB> Gooooood Morning Sunday <U+2600><U+FE0F> I enjoy sunny and warm Amsterdam - tik em aan <U+0001F44A><U+0001F3FC> 
.
.
#amsterdam #awakenings #dutch… https://t.co/4reQwRFilk",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
566,5,Centrum-West,Dios los cría y el viento los amontona • con _latinia_ #amsterdam<U+0001F1F3><U+0001F1F1> #europa #eurotrip #goodvibes #trip #lifestyle |… https://t.co/LmbLh874lk,2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
567,5,Centrum-West,"The best part of my journey is when you two come to my life.

#netherlands<U+0001F1F3><U+0001F1F1> #amsterdam @ Amsterdam, Netherlands https://t.co/EsflcrcILy",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
568,5,Centrum-West,"Being happy never goes out of style<U+0001F601><U+0001F609>
.
.
.
.
.
.
.
.
.
.
#model #legs #black #tour #tourist #happy #amsterdam… https://t.co/SBrpmsZxQH",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
569,5,Centrum-West,"Its not a camera distortion, the building is actually tilted!

#amsterdam #netherlands #europe #tiltedtowers #canal… https://t.co/kKrMTe6dND",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
570,5,Centrum-West,"#amsterdam #streetart #wallpainting #bird #holland<U+0001F1F3><U+0001F1F1> #nl @ Amsterdam, Netherlands https://t.co/CCuTQIrIMu",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
571,5,Centrum-West,"Splash of summer <U+0001F49B>
.
.
.
.
.
#casualstyle #summer #sunshine #amsterdam #visitamsterdam #europeansummer… https://t.co/hI6rWN2r7b",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
572,5,Centrum-West,"Groeten uit Amsterdam cimacyn #europa #amsterdam #holanda #cronicaseuropeas @ Amsterdam, Netherlands https://t.co/aqfGKgQJiM",2019-06-23,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
573,5,Centrum-West,"Amsterdam 2. Windmills, canal rides, Anne Frank, &amp; diamonds. Saw a bunch, learned a lot, laughed even more.… https://t.co/0Vwrm4E9CK",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
574,5,Centrum-West,"Zelfzuiger gespot in #Amsterdam #selfsucker #plaag #parasiet #exoot #globalhealth #kijklens @ Amsterdam, Netherlands https://t.co/zlDOdLdNk3",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
575,5,Centrum-West,#amsterdam #amsterdamcity #amsterdamcanals #boat #tourism #amsterdamcanaltour #water #photo #photography… https://t.co/vWUtWxpmAp,2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
576,5,Centrum-West,"Amsterdam <U+2764><U+FE0F><U+2764><U+FE0F> cobble stone streets, charming canals, storybook windmills, lots of bike rides and stroop waffles <U+0001F60B>… https://t.co/MKfTz6YdJA",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
577,5,Centrum-West,"#Amsterdam feelings <U+0001F49C> what a charming city!! #travel #trip #europe #netherlands #travellover #summer @ Amsterdam, N… https://t.co/HwVYuy8khl",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
578,5,Centrum-West,Turning 30 in Amsterdam #totallyspoiled #30thbirthday #cyclingtour #amsterdam #holland #amsterdamcycling… https://t.co/H8l4oOs6Wq,2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
579,5,Centrum-West,"Door #Amsterdam @ Amsterdam, Netherlands https://t.co/AhjNz7nJbb",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
580,5,Centrum-West,"<U+0001F64F><U+0001F3FB> Dear friends my latest release is out now! @beatport Awake EP - link is in bio description. spotify 
.
.
.
.
.
.… https://t.co/e3Ytsp2v44",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
581,5,Centrum-West,<U+0001F6A4> #amsterdamlife #canals #boating #boatlife #amstelriver #cycling #cyclinginamsterdam #birthdaytreat #amsterdam @ A… https://t.co/jovGR5P9RG,2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
582,5,Centrum-West,"M for Mad <U+0001F60B><U+0001F604>
.
.

#amsterdam #EuropeDiaries
 #throwback @ Amsterdam, Netherlands https://t.co/WdH6i6MJNC",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
583,5,Centrum-West,It’s getting <U+2600><U+FE0F> in here!! #cool #verkoeling #ijs #vriezen #freezen #freezlab #cryo #wholebodycryotherapy #amsterdam… https://t.co/Gdq8XYqglU,2019-06-24,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
584,5,Centrum-West,"Happy Summer ya'll! <U+2600><U+FE0F><U+0001F929> | <U+0001F4F8>: zorroliled 
• 
•
•
#happy #summer #summer #sunshine #sun #guitar #performing #artist… https://t.co/VAtvLqm59g",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
585,5,Centrum-West,"#ericvogel #amsterdam @ Amsterdam, Netherlands https://t.co/IC8BpnahRB",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
586,5,Centrum-West,"#Amsterdam @ Amsterdam, Netherlands https://t.co/KIHaY1s1vr",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
587,5,Centrum-West,"#Amsterdam @ Amsterdam, Netherlands https://t.co/IFtWc3kU0G",2019-06-24,tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
588,5,Centrum-West,"luerssenyachts #motoryacht Elysian in #Amsterdam

Built by #Lürssen and delivered in 2014, the 1,527 GT motor… https://t.co/HTexA93a91",2019-06-24,non-tourist,4.9001,52.3777,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
